id,data
revaha:1040030,"{""name"": """", ""phone_numbers"": ""0\n08-8555661"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""רובע ו', שלמה בן יוסף 3, אשדוד  77560"", ""location"": ""רובע ו', שלמה בן יוסף 3, אשדוד  77560"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1040031,"{""name"": """", ""phone_numbers"": ""0\n08-9568383\n08-9568074"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""יהודה המכבי 14, אשדוד"", ""location"": ""יהודה המכבי 14, אשדוד"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1040040,"{""name"": """", ""phone_numbers"": ""0\n08-8645354"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""שלמה המלך 29 ,רובע יג, אשדוד 77496"", ""location"": ""שלמה המלך 29 ,רובע יג, אשדוד 77496"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1210000,"{""name"": """", ""phone_numbers"": ""02-9909999\n02-9909829"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Gr-re@bshemesh.co.il"", ""address"": ""תל אבא נעמת 4, ת\""ד  5, בית שמש 99000"", ""location"": ""תל אבא נעמת 4, ת\""ד  5, בית שמש 99000"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1220000,"{""name"": """", ""phone_numbers"": ""02-5332735\n02-5332735"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""NatiB@026430010.co.il"", ""address"": ""טלזסטון, הגר\""א 25, קרית יערים 90840"", ""location"": ""טלזסטון, הגר\""א 25, קרית יערים 90840"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1240000,"{""name"": """", ""phone_numbers"": ""02-5348511\n02-5349781"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""sagitshk@m-zion.org.il"", ""address"": ""הבוסתנים  10, מעוז ציון 90805"", ""location"": ""הבוסתנים  10, מעוז ציון 90805"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1260000,"{""name"": """", ""phone_numbers"": ""02-5344710\n02-5345485"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Atalya@har-adar.muni.il"", ""address"": ""הר אדר  90836"", ""location"": ""הר אדר  90836"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1290000,"{""name"": """", ""phone_numbers"": ""08-8500888\n08-8608730"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""yoellat@gmail.com"", ""address"": ""ז'בוטינסקי  8, קרית מלאכי 83100"", ""location"": ""ז'בוטינסקי  8, קרית מלאכי 83100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1310000,"{""name"": """", ""phone_numbers"": ""02-9969555\n02-9969526"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""m.revaha@kiryat-arba.muni.il"", ""address"": ""כלב בן יפונה, ת\""ד 15, קרית ארבע 90100"", ""location"": ""כלב בן יפונה, ת\""ד 15, קרית ארבע 90100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1320000,"{""name"": """", ""phone_numbers"": ""02-64747777\n02-6474783"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""adiel@hebron.org.il"", ""address"": ""ת\""ד 86, קרית ארבע 90100"", ""location"": ""ת\""ד 86, קרית ארבע 90100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1340000,"{""name"": """", ""phone_numbers"": ""02-9971555\n02-9415000\n02-9910046\n02-9415001\n02-9415002"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""msh@bet-el.muni.il"", ""address"": ""בית אל, תורה ועבודה, ד\""נ מזרח בנימין 90631"", ""location"": ""בית אל, תורה ועבודה, ד\""נ מזרח בנימין 90631"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1390000,"{""name"": """", ""phone_numbers"": ""0\n02-9941221\n02-9666912\n02-9666913"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Izhaky@mefraim.org.il"", ""address"": ""מעלה אפרים, ד\""נ מזרח בנימין 90638"", ""location"": ""מעלה אפרים, ד\""נ מזרח בנימין 90638"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1400000,"{""name"": """", ""phone_numbers"": ""02-5418888\n02-5418824"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""דרך קדם 3, ת\""ד 20, מעלה אדומים 98300"", ""location"": ""דרך קדם 3, ת\""ד 20, מעלה אדומים 98300"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1410000,"{""name"": """", ""phone_numbers"": ""02-9939393\n02-9939370\n02-9939370"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""yehudit@efrat.muni.il"", ""address"": ""התאנה מרכז מסחרי, הרימון אפרת 90435"", ""location"": ""התאנה מרכז מסחרי, הרימון אפרת 90435"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1420000,"{""name"": """", ""phone_numbers"": ""02-5360100\n02-5475471\n02-5360160"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""alona@givat-zee.muni.il"", ""address"": ""התאנה, גבעת זאב 90917"", ""location"": ""התאנה, גבעת זאב 90917"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1460000,"{""name"": """", ""phone_numbers"": ""02-5888111\n02-5888999"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""tzilli@betar-illit.muni.il"", ""address"": ""רבי  יוסף קארו 4, ביתר עילית 99879"", ""location"": ""רבי  יוסף קארו 4, ביתר עילית 99879"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1470000,"{""name"": """", ""phone_numbers"": ""0\n073-2347555"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""estih@MODIL.ORG.IL"", ""address"": ""מרומי שדה 8, מודיעין עילית 71919"", ""location"": ""מרומי שדה 8, מודיעין עילית 71919"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1620000,"{""name"": """", ""phone_numbers"": ""02-9969111\n02-9969141\n02-9969133"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""m.revaha@hrhevron.co.il"", ""address"": ""דרום הר חברון, עתניאל 90407"", ""location"": ""דרום הר חברון, עתניאל 90407"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1640000,"{""name"": """", ""phone_numbers"": ""02-9900888\n02-9958926\n02-9958929\n02-9958930"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""hadasdavid@m-yehuda.org.il"", ""address"": ""מרכז  אזורי הר טוב,בכניסה למושב נחם, ד\""נ שמשון 99700"", ""location"": ""מרכז  אזורי הר טוב,בכניסה למושב נחם, ד\""נ שמשון 99700"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1670000,"{""name"": """", ""phone_numbers"": ""08-8500707\n08-8500730\n08-8500731"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""naama@yoav.org.il"", ""address"": ""ד\""נ שקמים 7981601"", ""location"": ""ד\""נ שקמים 7981601"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1680000,"{""name"": """", ""phone_numbers"": ""0\n08-6871693\n08-6871694\n08-6871600"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""malca@lachish.org.il"", ""address"": ""מרכז נהורה, ד\""נ לכיש דרום 79340"", ""location"": ""מרכז נהורה, ד\""נ לכיש דרום 79340"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3000000,"{""name"": """", ""phone_numbers"": ""03-5776572\n03-6365397"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""zr@bbm.org.il"", ""address"": ""ירושלים 58, בני ברק 51100"", ""location"": ""ירושלים 58, בני ברק 51100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3000100,"{""name"": """", ""phone_numbers"": ""03-5776461\n03-5776461"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""shulamiti@Bbm.org.il"", ""address"": ""ירושלים 58, בני ברק 51100"", ""location"": ""ירושלים 58, בני ברק 51100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3000200,"{""name"": """", ""phone_numbers"": ""03-5776424\n03-5776413"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""ry@Bbm.org.il"", ""address"": ""ירושלים 58, בני ברק 51101"", ""location"": ""ירושלים 58, בני ברק 51101"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3000300,"{""name"": """", ""phone_numbers"": ""03-5774400\n03-5776400"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""vax@Bbm.org.il"", ""address"": ""ירושלים 58, בני ברק 51102"", ""location"": ""ירושלים 58, בני ברק 51102"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3010000,"{""name"": """", ""phone_numbers"": ""03-5558555\n03-5556199"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""pazitd2@bat-yam.muni.il"", ""address"": ""נגבה 13, בת ים  59342"", ""location"": ""נגבה 13, בת ים  59342"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3020000,"{""name"": """", ""phone_numbers"": ""03-5722244\n03-5722211"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""lihim@givatayim.muni.il"", ""address"": ""המפנה 4 גבעתיים 53299"", ""location"": ""המפנה 4 גבעתיים 53299"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3030000,"{""name"": """", ""phone_numbers"": ""09-9591515\n09-9705110"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""ShiraR@herzliya.muni.il"", ""address"": ""בן גוריון 14, הרצליה 46787"", ""location"": ""בן גוריון 14, הרצליה 46787"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3040000,"{""name"": """", ""phone_numbers"": ""03-5027222\n03-5025603"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""revaha@holon.muni.il"", ""address"": ""פנחס לבון 26, חולון 58520"", ""location"": ""פנחס לבון 26, חולון 58520"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3050000,"{""name"": """", ""phone_numbers"": ""09-7641111\n09-7641111"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""i-revacha@ksaba.co.il"", ""address"": ""ת\""ד 25, הכרמל 43, כפר סבא 44100"", ""location"": ""ת\""ד 25, הכרמל 43, כפר סבא 44100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3050020,"{""name"": """", ""phone_numbers"": ""0\n09-7640300"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""i-revacha@ksaba.co.il"", ""address"": ""תל חי 68 ג' כפר ססבא "", ""location"": ""תל חי 68 ג' כפר ססבא "", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3050030,"{""name"": """", ""phone_numbers"": ""09-7640303\n09-7649090"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""i-revacha@ksaba.co.il"", ""address"": ""דרך קדומים 17, כפר סבא"", ""location"": ""דרך קדומים 17, כפר סבא"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3060000,"{""name"": """", ""phone_numbers"": ""08-9279806\n08-9279806\n08-9279804"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""etitalias@lod.muni.il"", ""address"": ""יוברט המפרי 4, בניין ההוסטל קשישים, בניין ההוסטל קשישים"", ""location"": ""יוברט המפרי 4, בניין ההוסטל קשישים, בניין ההוסטל קשישים"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3070000,"{""name"": """", ""phone_numbers"": ""09-8603131\n09-8603417\n09-8608965"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""malige@netanya.muni.il"", ""address"": ""תל חי 8, נתניה 42400"", ""location"": ""תל חי 8, נתניה 42400"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3080000,"{""name"": """", ""phone_numbers"": ""03-9052222\n03-9113936\n03-9052629"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""dorino@ptikva.org.il"", ""address"": ""שפיגל 3, קומה 9, פתח תקוה  49100"", ""location"": ""שפיגל 3, קומה 9, פתח תקוה  49100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3080010,"{""name"": """", ""phone_numbers"": ""03-9113200\n03-9113201\n03-9113223"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""taliro@ptikva.org.il"", ""address"": ""אחד העם 33 +גד מכנס 5 א', פתח תקוה "", ""location"": ""אחד העם 33 +גד מכנס 5 א', פתח תקוה "", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3080030,"{""name"": """", ""phone_numbers"": ""03-9152900\n03-9152901"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""sagito@ptikva.org.il"", ""address"": ""עזרא ונחמיה 41, פתח תקוה 49302"", ""location"": ""עזרא ונחמיה 41, פתח תקוה 49302"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3080080,"{""name"": """", ""phone_numbers"": ""03-9114300\n03-9114313"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""yehuditf@ptikva.org.il"", ""address"": ""שפיגל זוסיה 3 קומה 9 פתח תקווה 4946119"", ""location"": ""שפיגל זוסיה 3 קומה 9 פתח תקווה 4946119"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3090000,"{""name"": """", ""phone_numbers"": ""03-9682541\n03-9689808\n03-9689868"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""malybm@rishonlezion.muni.il"", ""address"": ""ירושלים 2, ראשון לציון 75100"", ""location"": ""ירושלים 2, ראשון לציון 75100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3090010,"{""name"": """", ""phone_numbers"": ""03-9427890\n03-9427866/88"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""galits@rishonlezion.muni.il"", ""address"": ""תורה ועבודה 44 רמת אליהו"", ""location"": ""תורה ועבודה 44 רמת אליהו"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3090020,"{""name"": """", ""phone_numbers"": ""03-9689806\n03-9487401/10"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""anatc@rishonlezion.muni.il"", ""address"": ""הרצל 90, ראשון לציון 7525302"", ""location"": ""הרצל 90, ראשון לציון 7525302"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3090030,"{""name"": """", ""phone_numbers"": ""03-9427890\n03-9427890/07"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""micalsw@rishonlezion.muni.il"", ""address"": ""הרצל 82 ראשון לציון"", ""location"": ""הרצל 82 ראשון לציון"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3090050,"{""name"": """", ""phone_numbers"": ""03-9488762\n03-9488763/2"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""gilar@rishonlezion.muni.il"", ""address"": ""הרקפת 31 א' צמוד לביה\""ס שכון המזרח"", ""location"": ""הרקפת 31 א' צמוד לביה\""ס שכון המזרח"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3100000,"{""name"": """", ""phone_numbers"": ""08-9392222\n08-9392620\n08-9392617"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""batchen@rehovot.muni.il"", ""address"": ""רחוב הנביאים 8, רחובות  7649032"", ""location"": ""רחוב הנביאים 8, רחובות  7649032"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3100010,"{""name"": """", ""phone_numbers"": ""08-9392620\n08-9392690"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""yeela_barnes@rehovot.muni.il"", ""address"": ""הנביאים 8, רחובות"", ""location"": ""הנביאים 8, רחובות"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:3100030,"{""name"": """", ""phone_numbers"": ""08-9485900\n08-9485900"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""orly_yefet@rehovot.muni.il"", ""address"": ""קרית משה, אשורוב  12, רחובות"", ""location"": ""קרית משה, אשורוב  12, רחובות"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:3110000,"{""name"": """", ""phone_numbers"": ""08-9771777\n08-9771611\n08-9771641\n08-9771610"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""eyalk@ramla.muni.il"", ""address"": ""בית רוחם, הרצל 59, רמלה 76540"", ""location"": ""בית רוחם, הרצל 59, רמלה 76540"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
