key,id,status,provider,accuracy,alternate_address,resolved_lat,resolved_lon,resolved_address,resolved_city,fixed_lat,fixed_lon,national_service,location_accurate,lat,lon,geometry,address
recIbOnniyFMrg3xL,שער העמקים,VALID,govmap,SETL_MID_POINT,,32.722793937810444,35.11336863787206,שער העמקים,קרית טבעון,,,False,False,32.722793937810444,35.11336863787206,"35.11336863787206, 32.722793937810444",שער העמקים
recjkhtjLIjdsQcKs,"שער הפרחים, העיר העתיקה, ירושלים",VALID,google,GEOMETRIC_CENTER,,31.7817929,35.2344398,"מעלות שער הפרחים, ירושלים",ירושלים,,,False,False,31.7817929,35.2344398,"35.2344398, 31.7817929","מעלות שער הפרחים, ירושלים"
recRWbcVYSIJyGBbg,"שערי תורה 2 , ירושלים",VALID,govmap,ADDR_V1,,31.7663132222374,35.18263924453011,"שערי תורה 2, ירושלים",ירושלים,,,False,True,31.7663132222374,35.18263924453011,"35.18263924453011, 31.7663132222374","שערי תורה 2, ירושלים"
recUN1c1WKrJ6MfYz,"שערי תורה 6 , ירושלים",VALID,govmap,ADDR_V1,,31.765870679164955,35.182709157469866,"שערי תורה 6, ירושלים",ירושלים,,,False,True,31.765870679164955,35.182709157469866,"35.182709157469866, 31.765870679164955","שערי תורה 6, ירושלים"
recVpXFCtInSAu5b2,שערי תקווה,VALID,govmap,SETL_MID_POINT,,32.12282448139771,35.026203331209395,שערי תקווה,שערי תקווה,,,False,False,32.12282448139771,35.026203331209395,"35.026203331209395, 32.12282448139771",שערי תקווה
recuHq94OhHmzbspj,"שפיגל 3, קומה 9, פתח תקוה  49100",VALID,google,ROOFTOP,,32.0880967,34.8879009,"קומה 9, שפיגל זוסיה 3, פתח תקווה",פתח תקווה,,,False,True,32.0880967,34.8879009,"34.8879009, 32.0880967","קומה 9, שפיגל זוסיה 3, פתח תקווה"
recCn1Z8C76vPDkRU,"שפירא משה חיים 22 , אשדוד",VALID,google,ROOFTOP,,31.80055639999999,34.6412597,"חיים משה שפירא 22, אשדוד",אשדוד,,,False,True,31.80055639999999,34.6412597,"34.6412597, 31.80055639999999","חיים משה שפירא 22, אשדוד"
rec76YEY7o8LAft78,"שפרינצ'ק 3, תל-אביב",VALID,govmap,ADDR_V1,,32.070923511579885,34.78281279780694,"שפרינצק 3, תל אביב-יפו",תל אביב,,,False,True,32.070923511579885,34.78281279780694,"34.78281279780694, 32.070923511579885","שפרינצק 3, תל אביב-יפו"
rect4pIbyUjjO4m8T,"שפרינצק 15, תל-אביב",VALID,govmap,ADDR_V1,,32.07172523420554,34.7836846713693,"שפרינצק 15, תל אביב-יפו",תל אביב,,,False,True,32.07172523420554,34.7836846713693,"34.7836846713693, 32.07172523420554","שפרינצק 15, תל אביב-יפו"
rec33cvITOkHZZCFe,"שפרינצק 33 , נתניה",VALID,govmap,ADDR_V1,,32.31362021775958,34.88399763012772,"שפרינצק 33, נתניה",נתניה,,,False,True,32.31362021775958,34.88399763012772,"34.88399763012772, 32.31362021775958","שפרינצק 33, נתניה"
recFjtLkNwBx2BnYZ,שפרעם  - בדרך כלל בבית העיריה,VALID,google,APPROXIMATE,,32.80576500000001,35.169971,שפרעם,שפרעם,,,False,False,32.80576500000001,35.169971,"35.169971, 32.80576500000001",שפרעם
recjLEAueP4VrezRe,שפרעם  20200,VALID,google,APPROXIMATE,,32.80576500000001,35.169971,שפרעם,שפרעם,,,False,False,32.80576500000001,35.169971,"35.169971, 32.80576500000001",שפרעם
recDJt0UfBfTvEIKg,"שפת אמת 5 , בית שמש",VALID,govmap,ADDR_V1,,31.741438201028966,34.99551661605018,"שפת אמת 5, בית שמש",בית שמש,,,False,True,31.741438201028966,34.99551661605018,"34.99551661605018, 31.741438201028966","שפת אמת 5, בית שמש"
rec9JkHCXLYkOXanF,"שקמה 3 , קריית עקרון",VALID,govmap,ADDR_V1,,31.85891069639613,34.82075619276766,"שקמה 3, קרית עקרון",קרית עקרון,,,False,True,31.85891069639613,34.82075619276766,"34.82075619276766, 31.85891069639613","שקמה 3, קרית עקרון"
rec0vlT5C8GjPbTjq,שריד,VALID,govmap,SETL_MID_POINT,,32.66355775022123,35.22514376935774,שריד,שריד,,,False,False,32.66355775022123,35.22514376935774,"35.22514376935774, 32.66355775022123",שריד
rec0SwK7pJXNSGtyU,"שריר אפרים 1 , נהרייה",VALID,govmap,ADDR_V1,,32.99621573813238,35.09816956295223,"שריר אפרים 1, נהריה",נהריה,,,False,True,32.99621573813238,35.09816956295223,"35.09816956295223, 32.99621573813238","שריר אפרים 1, נהריה"
recINPQyLN0gPBz1f,"ששת הימים 6, חולון",VALID,govmap,ADDR_V1,,32.008310293788284,34.79368421164076,"ששת הימים 6, חולון",חולון,,,False,True,32.008310293788284,34.79368421164076,"34.79368421164076, 32.008310293788284","ששת הימים 6, חולון"
recxL741pHxuwGvWd,"ששת הימים 25 , רעננה",VALID,govmap,ADDR_V1,,32.18118102031156,34.88417936717643,"ששת הימים 25, רעננה",רעננה,,,False,True,32.18118102031156,34.88417936717643,"34.88417936717643, 32.18118102031156","ששת הימים 25, רעננה"
recPMEBQPzcchOnKr,"ששת הימים 310, אילת",VALID,govmap,ADDR_V1,,29.544662724532024,34.93164177051942,"שדרות ששת הימים 310, אילת",אילת,,,False,True,29.544662724532024,34.93164177051942,"34.93164177051942, 29.544662724532024","שדרות ששת הימים 310, אילת"
reckdZqB0xIVgYvkn,"ת.ד. 11, נצרת",VALID,google,APPROXIMATE,,32.699635,35.303546,נצרת,נצרת,,,False,False,32.699635,35.303546,"35.303546, 32.699635",נצרת
recYTZg8KExBM080k,"ת""ד  1 ,בשמת 67, מיתר 85025",VALID,google,ROOFTOP,,31.3214335,34.939486,"בשמת 1, מיתר",מיתר,,,False,True,31.3214335,34.939486,"34.939486, 31.3214335","בשמת 1, מיתר"
rec4A4v8HvDohOsyf,"ת""ד  1 שד' בן גוריון מרכז מסחרי, מצפה רמון 80600",VALID,google,ROOFTOP,,30.6131033,34.8027515,"שדרות דוד בן גוריון 1, מצפה רמון",מצפה רמון,,,False,True,30.6131033,34.8027515,"34.8027515, 30.6131033","שדרות דוד בן גוריון 1, מצפה רמון"
recVECC3okTjDAEne,"ת""ד  1, דפנה 3, עומר 84965",VALID,google,ROOFTOP,,31.2627605,34.84431259999999,"דפנה 3, עומר",עומר,,,False,True,31.2627605,34.84431259999999,"34.84431259999999, 31.2627605","דפנה 3, עומר"
reciEzVySCpiKdbTW,"ת""ד  8, מרכז מסחרי רהט  85357",VALID,google,APPROXIMATE,,31.394548,34.753934,רהט,רהט,,,False,False,31.394548,34.753934,"34.753934, 31.394548",רהט
recTCvH7YhlMRIQEX,"ת""ד  15, כפר חב""ד 60840",VALID,google,ROOFTOP,,31.986978,34.8484211,"15, כפר חב""ד","כפר חב""ד",,,False,True,31.986978,34.8484211,"34.8484211, 31.986978","15, כפר חב""ד"
recvY5snmaSZ3wwDN,"ת""ד  16, תל שבע  84950",VALID,google,APPROXIMATE,,31.240007,34.864468,"16, תל שבע",תל שבע,,,False,False,31.240007,34.864468,"34.864468, 31.240007","16, תל שבע"
rec7g8nnst9Oo9KOn,"ת""ד  28 בנימינה  30500, העצמאות 43",VALID,google,APPROXIMATE,,32.5192191,34.9486079,"בנימינה, בנימינה גבעת עדה",בנימינה גבעת עדה,,,False,False,32.5192191,34.9486079,"34.9486079, 32.5192191","בנימינה, בנימינה גבעת עדה"
recgEEpvnRhkXI0lW,"ת""ד  177 בית העם כסרא, כסרא סמיע 25185",VALID,google,APPROXIMATE,,32.963461,35.304434,"כיסרא, כיסרא סומיע",כיסרא סומיע,,,False,False,32.963461,35.304434,"35.304434, 32.963461","כיסרא, כיסרא סומיע"
recr4SK07S2MkKdJI,"ת""ד 1 מרכז מסחרי ישן, להבים  85338",VALID,google,APPROXIMATE,,31.373835,34.816952,להבים,להבים,,,False,False,31.373835,34.816952,"34.816952, 31.373835",להבים
recQE5Lzwms552G6G,"ת""ד 1, טרומפלדור 32, קרית שמונה  10200",VALID,google,ROOFTOP,,33.20749050000001,35.5701984,"יוסף טרומפלדור 32, קרית שמונה",קרית שמונה,,,False,True,33.20749050000001,35.5701984,"35.5701984, 33.20749050000001","יוסף טרומפלדור 32, קרית שמונה"
recqen7DInTRRJODy,"ת""ד 1, יוקנעם 20692 הצאלים 1",VALID,google,ROOFTOP,,32.6555077,35.1038947,"הצאלים 1, יוקנעם עילית",יוקנעם עילית,,,False,True,32.6555077,35.1038947,"35.1038947, 32.6555077","הצאלים 1, יוקנעם עילית"
rec50T5KCiSZwB4gf,"ת""ד 1, כפר קרע 30075",VALID,google,APPROXIMATE,,32.505518,35.054251,כפר קרע,כפר קרע,,,False,False,32.505518,35.054251,"35.054251, 32.505518",כפר קרע
recvDae5HvGD0L6Zl,"ת""ד 1, עילבון 16972",VALID,google,APPROXIMATE,,32.837949,35.399996,עיילבון,עיילבון,,,False,False,32.837949,35.399996,"35.399996, 32.837949",עיילבון
recn1Fzg2sLXPKhoI,"ת""ד 5, זבוטינסקי 1, באר יעקב 70300",VALID,google,RANGE_INTERPOLATED,,31.9362173,34.8358596,"ז'בוטינסקי 5, באר יעקב",באר יעקב,,,False,True,31.9362173,34.8358596,"34.8358596, 31.9362173","ז'בוטינסקי 5, באר יעקב"
recPz4G7MO0TC2Wk2,"ת""ד 10, הנדיב 2, זכרון יעקב  30900",VALID,google,ROOFTOP,,32.5739484,34.952342,"הנדיב 2, זכרון יעקב",זכרון יעקב,,,False,True,32.5739484,34.952342,"34.952342, 32.5739484","הנדיב 2, זכרון יעקב"
rec74dVH50v9lqYgR,"ת""ד 11, שבזי 26 פינת אבוחצירא,יבנה 81550",VALID,google,ROOFTOP,,31.8738937,34.7462508,"שבזי 11, יבנה",יבנה,,,False,True,31.8738937,34.7462508,"34.7462508, 31.8738937","שבזי 11, יבנה"
rec0DqQ9MKfMTtR1h,"ת""ד 42 בית שאן 10900, שאול המלך (ליד המשטרה)",VALID,google,GEOMETRIC_CENTER,,32.506517,35.49515,"שאול המלך, בית שאן",בית שאן,,,False,False,32.506517,35.49515,"35.49515, 32.506517","שאול המלך, בית שאן"
recyQm33y1h5YX6Ej,"ת""ד 49, חיים ויצמן 71, טירת הכרמל  30200",VALID,google,RANGE_INTERPOLATED,,32.7563739,34.9722214,"וייצמן 71, טירת כרמל",טירת כרמל,,,False,True,32.7563739,34.9722214,"34.9722214, 32.7563739","וייצמן 71, טירת כרמל"
recHbP8w2MVU8Nqp6,"ת""ד 67, ג'וליס  24980",VALID,google,APPROXIMATE,,32.94498,35.184243,ג'וליס,ג'וליס,,,False,False,32.94498,35.184243,"35.184243, 32.94498",ג'וליס
recOJTFDdONh8xKbA,"ת""ד 81, בית זרזיר 10600 דואר נהלל",VALID,google,APPROXIMATE,,32.690807,35.19609,נהלל,נהלל,,,False,False,32.690807,35.19609,"35.19609, 32.690807",נהלל
recfHhODFlOlAh3T4,"ת""ד 83, פקיעין 24914",VALID,google,APPROXIMATE,,32.976209,35.335794,פקיעין,פקיעין,,,False,False,32.976209,35.335794,"35.335794, 32.976209",פקיעין
rechS63mk8T8ChvD9,"ת""ד 86, קרית ארבע 90100",VALID,google,APPROXIMATE,,31.529326,35.115625,קרית ארבע,קרית ארבע,,,False,False,31.529326,35.115625,"35.115625, 31.529326",קרית ארבע
recft5FkkTvEsuGE3,"ת""ד 158, יבנאל 15225",VALID,google,APPROXIMATE,,32.708765,35.503778,יבנאל,יבנאל,,,False,False,32.708765,35.503778,"35.503778, 32.708765",יבנאל
rec2EV09Iuu2AxaH9,"ת""ד 227, ירושלים 50, צפת  13010",VALID,google,ROOFTOP,,32.9687394,35.493062,"ירושלים 50, צפת",צפת,,,False,True,32.9687394,35.493062,"35.493062, 32.9687394","ירושלים 50, צפת"
recoS39aeb7skToBQ,"ת""ד 249, מעיליה 25140",VALID,google,APPROXIMATE,,33.027194,35.256304,מעיליא,מעיליא,,,False,False,33.027194,35.256304,"35.256304, 33.027194",מעיליא
recxG28r3zSIM8xDb,"ת""ד 266,שיבלי 16805, מרכז גליל תחתון, 8 ק""מ ממזרח לנצרת",VALID,google,APPROXIMATE,,32.699635,35.303546,נצרת,נצרת,,,False,False,32.699635,35.303546,"35.303546, 32.699635",נצרת
recXui93GDgKcvohR,"ת""ד 309, באקה אל גרבייה  30100, סאלח אלדין, ליד בנין העיריה",VALID,google,APPROXIMATE,,32.422891,35.035764,באקה אל-ע'רביה,באקה אל-ע'רביה,,,False,False,32.422891,35.035764,"35.035764, 32.422891",באקה אל-ע'רביה
recU0yq9D2nWYdmWi,"ת""ד 329, שעב  20165, שעב 1",VALID,google,APPROXIMATE,,32.88967,35.238764,שעב,שעב,,,False,False,32.88967,35.238764,"35.238764, 32.88967",שעב
rec1BVbhwDgC9Qnxf,"ת""ד 427, ביר אל מכסור  15825",VALID,google,APPROXIMATE,,32.777291,35.22057100000001,ביר אל-מכסור,ביר אל-מכסור,,,False,False,32.777291,35.22057100000001,"35.22057100000001, 32.777291",ביר אל-מכסור
recMBt5jpZgrNYymH,"ת""ד 470, כפר טובא 12310",VALID,google,APPROXIMATE,,32.96621,35.592018,טובא זנגריה,טובא זנגריה,,,False,False,32.96621,35.592018,"35.592018, 32.96621",טובא זנגריה
recXvfRw9otsaPpVy,"ת""ד 500, ברטעה 30023",VALID,google,APPROXIMATE,,32.475484,35.091973,"ברטעה, בסמ""ה","בסמ""ה",,,False,False,32.475484,35.091973,"35.091973, 32.475484","ברטעה, בסמ""ה"
recLgqWF8JcGfOrp1,"ת""ד 513, מיקוד 20189",VALID,google,APPROXIMATE,,38.962422,-77.4381203,"Dulles, VA 20189, ארצות הברית",Dulles,,,False,False,38.962422,-77.4381203,"-77.4381203, 38.962422","Dulles, VA 20189, ארצות הברית"
recm9y9Sva8ESKyuY,"ת""ד 530, כפר קמא 15235",VALID,google,APPROXIMATE,,32.721105,35.442834,כפר כמא,כפר כמא,,,False,False,32.721105,35.442834,"35.442834, 32.721105",כפר כמא
rec4szSwOzzvtdbHd,"ת""ד 824, חורפיש  25155",VALID,google,APPROXIMATE,,33.016688,35.347106,חורפיש,חורפיש,,,False,False,33.016688,35.347106,"35.347106, 33.016688",חורפיש
recID8zZji2R9DboQ,"ת""ד 1022, פרדס חנה-כרכור 37000, דרך הבנים",VALID,google,GEOMETRIC_CENTER,,32.4761203,34.9845645,"דרך הבנים, פרדס חנה כרכור",פרדס חנה כרכור,,,False,False,32.4761203,34.9845645,"34.9845645, 32.4761203","דרך הבנים, פרדס חנה כרכור"
recPlQrxJuda4ZEIX,"ת""ד 1043 אכסאל  16920, מתחת למועצה המקומית ליד ביה""ס אל- ראזי",VALID,google,APPROXIMATE,,32.682085,35.320743,איכסאל,איכסאל,,,False,False,32.682085,35.320743,"35.320743, 32.682085",איכסאל
reclhUkbvhAO6M2hc,"ת""ד 1060, קרית טבעון 36050, כיכר בן גוריון",VALID,google,ADDR_V1,P4FJ+224 Kiryat Tiv'on,32.7225125,35.1300781,"ת""ד 1060, קרית טבעון 36050, כיכר בן גוריון",קרית טבעון,,,False,True,32.7225125,35.1300781,"35.1300781, 32.7225125","ת""ד 1060, קרית טבעון 36050, כיכר בן גוריון"
recM466PAvc3Z1qwd,"ת""ד 1070, דבורייה  16910",VALID,google,APPROXIMATE,,32.69412,35.368513,דבוריה,דבוריה,,,False,False,32.69412,35.368513,"35.368513, 32.69412",דבוריה
recmGrJMJ1RAKk2lG,"ת""ד 1072, עפולה עילית 18550",VALID,google,ROOFTOP,,32.6328414,35.325233,"הרצל 41, עפולה",עפולה,,,False,True,32.6328414,35.325233,"35.325233, 32.6328414","הרצל 41, עפולה"
recOV6CUHFLh9XVOm,"ת""ד 1661, כפר מנדא  17907",VALID,google,APPROXIMATE,,32.81236,35.258613,כפר מנדא,כפר מנדא,,,False,False,32.81236,35.258613,"35.258613, 32.81236",כפר מנדא
rec3WpFLw2HbWkqv3,"ת""ד 2701 הרב לוין 10, עפולה  18100",VALID,google,ROOFTOP,,32.6095622,35.2878131,"הרב נחום לוין 10, עפולה",עפולה,,,False,True,32.6095622,35.2878131,"35.2878131, 32.6095622","הרב נחום לוין 10, עפולה"
rec57k1TwliMD6ZZA,"ת""ד 18225, דיר חנא 24973",VALID,google,APPROXIMATE,,32.862316,35.365253,דיר חנא,דיר חנא,,,False,False,32.862316,35.365253,"35.365253, 32.862316",דיר חנא
recuayh7RCv59UvqE,"ת""ד 90000, מירון 13910, מושב מירון",VALID,google,APPROXIMATE,,32.985226,35.441643,מירון,מירון,,,False,False,32.985226,35.441643,"35.441643, 32.985226",מירון
reclMJgyaSg7pqrPl,"ת""ד 90000, עפולה  18120",VALID,google,APPROXIMATE,,32.610493,35.287922,עפולה,עפולה,,,False,False,32.610493,35.287922,"35.287922, 32.610493",עפולה
recg04aldjJdymYzH,"ת""ד 90001, עפולה 18120",VALID,google,APPROXIMATE,,32.610493,35.287922,עפולה,עפולה,,,False,False,32.610493,35.287922,"35.287922, 32.610493",עפולה
recQRUDXsTUIbVuoy,"ת""ד879, מכר-ג'דידה 25105",VALID,google,APPROXIMATE,,32.935159,35.1390388,"מכר, ג'דיידה מכר",ג'דיידה מכר,,,False,False,32.935159,35.1390388,"35.1390388, 32.935159","מכר, ג'דיידה מכר"
rec0itzyeoL9Ba3k2,"תובל 13 , רמת גן",VALID,govmap,ADDR_V1,,32.08660946459318,34.803430572254186,"תובל 13, רמת גן",רמת גן,,,False,True,32.08660946459318,34.803430572254186,"34.803430572254186, 32.08660946459318","תובל 13, רמת גן"
rec5ETMpVd1pIZila,"תוצרת הארץ 6 , תל אביב - יפו",VALID,google,ROOFTOP,,32.0733094,34.796228,"תוצרת הארץ 6, תל אביב",תל אביב,,,False,True,32.0733094,34.796228,"34.796228, 32.0733094","תוצרת הארץ 6, תל אביב"
recKNGO3kxVTMZFfW,"תורה מציון 8 , ירושלים",VALID,google,RANGE_INTERPOLATED,,31.7897217,35.2050552,"תורה מציון 8, ירושלים",ירושלים,,,False,True,31.7897217,35.2050552,"35.2050552, 31.7897217","תורה מציון 8, ירושלים"
recJc6DZjdKe6PZyl,"תחיה 27 , פרדס חנה-כרכור",VALID,google,RANGE_INTERPOLATED,,32.470207,34.953197,"תחייה 27, פרדס חנה כרכור",פרדס חנה כרכור,,,False,True,32.470207,34.953197,"34.953197, 32.470207","תחייה 27, פרדס חנה כרכור"
recfJCIfCYpXBlb05,"תחכמוני 1 , ירושלים",VALID,google,ROOFTOP,,31.7870647,35.21223,"תחכמוני 1, ירושלים",ירושלים,,,False,True,31.7870647,35.21223,"35.21223, 31.7870647","תחכמוני 1, ירושלים"
recJzB95vni9aFyVh,"תחכמוני 2 , ירושלים",VALID,govmap,ADDR_V1,,31.787160318061428,35.21240281044472,"תחכמוני 2, ירושלים",ירושלים,,,False,True,31.787160318061428,35.21240281044472,"35.21240281044472, 31.787160318061428","תחכמוני 2, ירושלים"
recfUWHhfQJLMDFob,"תכלת מרדכי 8 , ירושלים",VALID,govmap,ADDR_V1,,31.792696997697302,35.20682983807463,"תכלת מרדכי 8, ירושלים",ירושלים,,,False,True,31.792696997697302,35.20682983807463,"35.20682983807463, 31.792696997697302","תכלת מרדכי 8, ירושלים"
recHbNHm9DgXny1iy,"תל אבא נעמת 4, ת""ד  5, בית שמש 99000",VALID,google,RANGE_INTERPOLATED,,31.7496953,34.9889297,"אבא נעמת 4, בית שמש",בית שמש,,,False,True,31.7496953,34.9889297,"34.9889297, 31.7496953","אבא נעמת 4, בית שמש"
recdLldOhy0XEo3G1,תל אביב - יפו,VALID,govmap,SETL_MID_POINT,,32.08418319798599,34.791049318162045,תל אביב-יפו,תל אביב,,,False,False,32.08418319798599,34.791049318162045,"34.791049318162045, 32.08418319798599",תל אביב-יפו
recJRP3rowJQj1XK7,תל אביב - יפו  - אד קוץ 6 יפו שכונה ד',VALID,google,RANGE_INTERPOLATED,,32.0375839,34.7569016,"אד קוץ' 6, תל אביב",תל אביב,,,False,True,32.0375839,34.7569016,"34.7569016, 32.0375839","אד קוץ' 6, תל אביב"
rec8CSuJp73wzNraY,תל אביב - יפו  - אוניברסיטת תל אביב קמפוס מרכזי+חברת צ'ק פוינט+מרכז לב יפו,VALID,google,POI_MID_POINT,,32.1133141,34.8043877,תל אביב,תל אביב,,,False,False,32.1133141,34.8043877,"34.8043877, 32.1133141",תל אביב
rec4R7cXZy3ITcEUz,תל אביב - יפו  - בית התפוצות אוניברסיטת תל אביב,VALID,google,ROOFTOP,,32.11383,34.8052563,"קלאוזנר 15, תל אביב, 6139202",תל אביב,,,False,True,32.11383,34.8052563,"34.8052563, 32.11383","קלאוזנר 15, תל אביב, 6139202"
rec5xBGgLpIStw0Wv,תל אביב - יפו  - דילסדורף - אסור לנו לפרסם כתובות מסיבות בטחוניות,VALID,google,ROOFTOP,,32.0647638,34.7746925,"אחד העם 58, תל אביב, 67655",תל אביב,,,False,True,32.0647638,34.7746925,"34.7746925, 32.0647638","אחד העם 58, תל אביב, 67655"
recXIPruXpH7PTlQy,תל אביב - יפו  - וינגיט 25,VALID,google,RANGE_INTERPOLATED,,32.06011460000001,34.7927569,"וינגייט 25, תל אביב",תל אביב,,,False,True,32.06011460000001,34.7927569,"34.7927569, 32.06011460000001","וינגייט 25, תל אביב"
recAoKPbad1JweTlh,תל אביב - יפו  - מינכן - אסור לנו לפרסם כתובות מסיבות בטחוניות,VALID,google,ROOFTOP,,32.0647638,34.7746925,"אחד העם 58, תל אביב, 67655",תל אביב,,,False,True,32.0647638,34.7746925,"34.7746925, 32.0647638","אחד העם 58, תל אביב, 67655"
rec8oJ9i4R1kjJCRI,תל אביב - יפו  - נווה שאנן,VALID,govmap,STREET_MID_POINT,,32.05827871754701,34.780119350815795,"נוה שאנן, תל אביב-יפו",תל אביב,,,False,True,32.05827871754701,34.780119350815795,"34.780119350815795, 32.05827871754701","נוה שאנן, תל אביב-יפו"
recoRKdUU4oBQhYGa,תל אביב - יפו  - נמל תל אביב,VALID,govmap,NEIGHBORHOODS_AREA,,32.05208189883608,34.75174529991852,"יפו העתיקה,נמל יפו, תל אביב -יפו",תל אביב,,,False,False,32.05208189883608,34.75174529991852,"34.75174529991852, 32.05208189883608","יפו העתיקה,נמל יפו, תל אביב -יפו"
rec5WhklDaLmV1TDm,תל אביב - יפו  - פארק גני יהושע בצמוד לחניון הגדול מול הלונה פארק על שד' רוקח,VALID,google,POI_MID_POINT,,32.100744,34.807026,"פארק גני יהושע, שדרות רוקח, תל אביב, 6902045",תל אביב,,,False,False,32.100744,34.807026,"34.807026, 32.100744","פארק גני יהושע, שדרות רוקח, תל אביב, 6902045"
recynjxjP3yyDWfDB,תל אביב - יפו  - פרנקפורט - אסור לנו לפרסם כתבות מסיבות בטחוניות,VALID,google,GEOMETRIC_CENTER,,32.0886052,34.774742,"פרנקפורט, תל אביב",תל אביב,,,False,False,32.0886052,34.774742,"34.774742, 32.0886052","פרנקפורט, תל אביב"
recZwl4MZTk4P9c9A,"תל חי 8, נתניה 42400",VALID,govmap,ADDR_V1,,32.32871717377062,34.85452284578715,"תל חי 8, נתניה",נתניה,,,False,True,32.32871717377062,34.85452284578715,"34.85452284578715, 32.32871717377062","תל חי 8, נתניה"
recuYqsT6dVcYwqmW,"תל לכיש 3 , דימונה",VALID,govmap,ADDR_V1,,31.060270869563485,35.036109272807074,"תל לכיש 3, דימונה",דימונה,,,False,True,31.060270869563485,35.036109272807074,"35.036109272807074, 31.060270869563485","תל לכיש 3, דימונה"
recWlDdSd0XQIxeCT,תל שבע,VALID,govmap,SETL_MID_POINT,,31.248182933214498,34.86217303785645,תל שבע,תל שבע,,,False,False,31.248182933214498,34.86217303785645,"34.86217303785645, 31.248182933214498",תל שבע
recKc0KYFra0rboCA,"תלתן 2 , מודיעין-מכבים-רעות",VALID,govmap,ADDR_V1,,31.906869576141677,35.00726598319268,"תלתן 2, מודיעין-מכבים-רעות",מודיעין מכבים רעות,,,False,True,31.906869576141677,35.00726598319268,"35.00726598319268, 31.906869576141677","תלתן 2, מודיעין-מכבים-רעות"
rec6PXN2pGaCatOUE,"תנועות הנוער 2 , ראשון לציון",VALID,govmap,ADDR_V1,,31.972856499462207,34.81283238500085,"תנועות הנוער 2, ראשון לציון",ראשון לציון,,,False,True,31.972856499462207,34.81283238500085,"34.81283238500085, 31.972856499462207","תנועות הנוער 2, ראשון לציון"
recYQfMzja9ZQRiyz,תפארת ״בית חם״,VALID,google,POI_MID_POINT,,32.8347537,35.2472496,"Unnamed Road, כאוכב אבו אל היגא",כאוכב אבו אל היגא,,,False,False,32.8347537,35.2472496,"35.2472496, 32.8347537","Unnamed Road, כאוכב אבו אל היגא"
recE5NEsv82Ts6mwX,תפארת הורים,VALID,google,ROOFTOP,,32.078316,34.8388533,"מחזיקי הדת 4, בני ברק",בני ברק,,,False,True,32.078316,34.8388533,"34.8388533, 32.078316","מחזיקי הדת 4, בני ברק"
recFS7P5Is4jH79TG,"תפוח 4 , ערד",VALID,govmap,ADDR_V1,,31.261087825232348,35.20208090812306,"תפוח 4, ערד",ערד,,,False,True,31.261087825232348,35.20208090812306,"35.20208090812306, 31.261087825232348","תפוח 4, ערד"
rectlH6QDIfm9CV6b,תפרח  - אור החיים 15,VALID,google,ROOFTOP,,31.3241387,34.6664032,"אור החיים 15, תפרח",תפרח,,,False,True,31.3241387,34.6664032,"34.6664032, 31.3241387","אור החיים 15, תפרח"
recqrE2Jpgz18DMKD,"תפרח  - ישיבת רש""י-תפרח",VALID,google,POI_MID_POINT,,31.3299804,34.6827324,"חסד ומשפט, תפרח",תפרח,,,False,False,31.3299804,34.6827324,"34.6827324, 31.3299804","חסד ומשפט, תפרח"
recGS5pb59QkM9aFs,"תרצ""ו 34א, חולון",VALID,google,ROOFTOP,,32.0197073,34.7665528,"תרצ""ו 34, חולון",חולון,,,False,True,32.0197073,34.7665528,"34.7665528, 32.0197073","תרצ""ו 34, חולון"
recnZ7YdPS7f06yQj,"תשרי 87 , תל אביב - יפו",VALID,govmap,ADDR_V1,,32.04225816414009,34.7907462230235,"תשרי 87, תל אביב-יפו",תל אביב,,,False,True,32.04225816414009,34.7907462230235,"34.7907462230235, 32.04225816414009","תשרי 87, תל אביב-יפו"
rec5kKxM0S8o7CNeE,"תת יחידה במסגרת מרפאה מבוגרים מקבלת כל שירות של מרפאה מבוגרים, טירת הכרמל",VALID,google,APPROXIMATE,,32.762127,34.97298,טירת כרמל,טירת כרמל,,,False,False,32.762127,34.97298,"34.97298, 32.762127",טירת כרמל
recVVr3Fa0RRGxVCn,"קלוזנר 16 , רמלה",VALID,govmap,ADDR_V1,,31.922574499967368,34.87721213397646,"קלוזנר 16, רמלה",רמלה,,,False,True,31.922574499967368,34.87721213397646,"34.87721213397646, 31.922574499967368","קלוזנר 16, רמלה"
recxUYc4cSXB4P076,"האצ""ל 7 , אשדוד",VALID,govmap,ADDR_V1,,31.81045449727897,34.6448839331806,"האצ""ל 7, אשדוד",אשדוד,,,False,True,31.81045449727897,34.6448839331806,"34.6448839331806, 31.81045449727897","האצ""ל 7, אשדוד"
recj8JpJl9vSRj3O9,"סירקין נחמן 9 , ראשון לציון",VALID,google,RANGE_INTERPOLATED,,31.9706534,34.7940061,"נחמן סירקין 9, ראשון לציון",ראשון לציון,,,False,True,31.9706534,34.7940061,"34.7940061, 31.9706534","נחמן סירקין 9, ראשון לציון"
recjaV0oBCVVPhKgC,"שד העצמאות 9 , בת ים",VALID,govmap,ADDR_V1,,32.02262114328058,34.74141040948352,"שדרות העצמאות 9, בת ים",בת ים,,,False,True,32.02262114328058,34.74141040948352,"34.74141040948352, 32.02262114328058","שדרות העצמאות 9, בת ים"
