key,id,source,status,name,organization,operating_unit,location,address,address_details,description,phone_numbers,email_address,urls,manual_url,situations,services
reccT8PZW7h7BOBzA,guidestar:520042326:national,entities,ACTIVE,גטר גרופ בע״מ,"[""recg6wOCkW8RHu7OA""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recFof6JiL4tjnqeQ,guidestar:540258910:national,entities,ACTIVE,מרכז סיעוד וותיקים,"[""recNdQqIgJkPHyiax""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recSjl5Oc95sCGevl,guidestar:540259405:national,entities,ACTIVE,הבית לאזרחים ותיקים,"[""recGtgALG506SFkjo""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recwdSqnzJwkm3o59,guidestar:540278587:national,entities,ACTIVE,גני גיל הזהב חדרה,"[""recCaToSCVrqh9JEz""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rectmNXz0eVa6yZVa,guidestar:550014302:national,entities,ACTIVE,איתני דברת - שרותי סיעוד,"[""recANCFHZ4af6pZ38""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recsC61p9Yf1iIRT6,guidestar:550206767:national,entities,ACTIVE,משען נגב,"[""rec0RW9kRlNEa451j""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recbajD550HSZWGNR,guidestar:570004002:national,entities,ACTIVE,קיבוץ עין דור,"[""rec9oZMkeVKm3o3ud""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recBfHi3VIoEulhhC,guidestar:570004283:national,entities,ACTIVE,קיבוץ להבות הבשן.,"[""recoHNmryxk1CTQYS""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec9VmMD4js3YwFPq,guidestar:570027441:national,entities,ACTIVE,קיבוץ הרדוף,"[""recCOfhd0JYPNku2X""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec22NdSObSu9iIpW,guidestar:580002723:national,entities,ACTIVE,מכללה ירושלים,"[""recHlBXF4DgU7SGEC""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recIsgPcuVsbDsKCt,guidestar:580003358:national,entities,ACTIVE,בית אבות מונטפיורי,"[""recrsB2fho8A2qbH5""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec58mLYTSkCnESLF,guidestar:580003978:national,entities,ACTIVE,"""אורנים"" - המכללה האקדמית לחינוך התנועה הקיבוצית","[""recV8wc6jnDTMbupC""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recO9hPXdS0ArTK97,guidestar:580004950:national,entities,ACTIVE,המועצה הישראלית להתנדבות,"[""rec7YeZsUHIvmRXMb""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recYbIkuSj8C76ofv,guidestar:580007102:national,entities,ACTIVE,תאגיד הבריאות ליד המרכז הרפואי תל אביב,"[""recMz26AnTs62NDbL""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recBXCdNeAkgfz02e,guidestar:580007185:national,entities,ACTIVE,"אגודת בית אלפסי - הרי""ף","[""rec9JfIqtGupMTLke""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recpLGLzNhELDCiyT,guidestar:580007409:national,entities,ACTIVE,אשה לאשה,"[""rec1sKQyqFhCAW5jJ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recUJbii3dHrNZGYf,guidestar:580007557:national,entities,ACTIVE,מרכז רפואי שערי צדק,"[""recmjt9QTsDWeQUIG""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
receQuRaRSBtYZ2Dw,guidestar:580009447:national,entities,ACTIVE,"אגודת אכסניות נוער בישראל (אנ""א)","[""recheOAH6vihCGWtR""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recLRMc7jqdOUwqUt,guidestar:580009967:national,entities,ACTIVE,"עמותת ידידי בית הלפרין אשקלון (ע""ר)","[""rectjBMcwXZNVjoWl""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recUUFZT68F8r6fpo,guidestar:580010197:national,entities,ACTIVE,"זיכרון שאלוניקי ע''ש ליאון יהודה רקנאטי (ע""ר)","[""recY5z5P3Yhag5Suo""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec85lzt7S2a5aoOU,guidestar:580011054:national,entities,ACTIVE,"בי""ח הצרפתי סנט לואיס ירושלים","[""recIYJ3uCXEppcbfA""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recHzTXhidE7ZPtVB,guidestar:580012110:national,entities,ACTIVE,"מכון ללימודי המשך ברפואת שיניים - מ.ל.ה.ר.ש. ומרפאות לטיפול בשיניים ע""ש ד""ר יאור","[""rec45Cv1duskdMKdE""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recNvJnhLKnobTzFP,guidestar:580014223:national,entities,ACTIVE,המכללה האקדמית לחינוך על שם דוד ילין,"[""rectHnli8pSZHcuzU""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recDLlfgjn8fgoLs1,guidestar:580015071:national,entities,ACTIVE,האגודה למען העוור ולמניעת העוורון תל אביב - יפו,"[""rec99hvzmRYyAaXWp""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recRYwajXfrGrf72E,guidestar:580016103:national,entities,ACTIVE,אגודה לבריאות הציבור,"[""recVrXM6BnES4sUjM""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec62WXb1aaJxvzKL,guidestar:580016632:national,entities,ACTIVE,נשים למען נשים,"[""recHp0btxhIEGPo9i""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recWTSmejpiyq5osc,guidestar:580017093:national,entities,ACTIVE,"אשל, האגודה לתכנון ולפתוח שרותים למען הזקן בישראל","[""recnIa4GibEoiniE9""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rechSjxrMEIzqzIYv,guidestar:580018927:national,entities,ACTIVE,"בית שלום פנסיון להורים ב""ב","[""recSPPudd83L1b8di""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
reclq6V6Gi8kavi7M,guidestar:580019214:national,entities,ACTIVE,עמותה למען העיוור ומניעת עיוורון ירושלים,"[""recgoJEqODLeu3R6f""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recHv3mB6TUsuq3Uu,guidestar:580019602:national,entities,ACTIVE,האגודה למען העוור באר שבע,"[""recXWkU72DlvMwNxT""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recmwOQ6htg8aNaC3,guidestar:580021087:national,entities,ACTIVE,אגודת ידידי מרכז רפואי בני ציון FRIENDS OF BNAI-ZION MEDICAL CENTER,"[""recJiUw8Y0RNoWUdI""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec0TlUB2dZ24P3vF,guidestar:580021731:national,entities,ACTIVE,רעות - שרות נשים סוציאלי,"[""recYt3kvUeFMUffxJ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec5HBHUUJftPPcid,guidestar:580022200:national,entities,ACTIVE,לא לחימה באלימות נגד נשים,"[""recNmpmXnUaYqSPow""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recYXJSP3XTZFcxcN,guidestar:580023240:national,entities,ACTIVE,מרפאת שיניים לשירותים דנטליים,"[""recC5ezZzDZXED98K""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recpbb5jkwiiPz7nI,guidestar:580023810:national,entities,ACTIVE,אגודת שוחרי תלפיות - מכללה אקדמית לחינוך,"[""recDv4vQimnndMuZP""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recJgKbxmnuX51eue,guidestar:580025708:national,entities,ACTIVE,אגודה להתנדבות - שירות לאומי,"[""recANM32zoMTpCcWX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recD4LOyAB10KKJSc,guidestar:580029064:national,entities,ACTIVE,"סמינר באר יעקב ע""ש שמואל ופאני וולפסון","[""recvZ7CE7iu9hgVt0""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recG7IhEtJJ46XlIM,guidestar:580029429:national,entities,ACTIVE,המכללה האקדמית בית ברל,"[""recs8Ry4CSpipWfsx""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec1SvvPgYSrkuNtv,guidestar:580030674:national,entities,ACTIVE,האגודה למען העוור אשדוד,"[""reco7O1hIOhdtZa9D""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recr791YCgAVvGGny,guidestar:580036267:national,entities,ACTIVE,"""ימין אורד"" כפר ילדים דתי ע""ש צ'רלס אורד וינגיט (מיסודן של הסתדרות הפועל המזרחי","[""recxiSJD7ko3fSl8d""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recSvJnwgpW2a9mnJ,guidestar:580038222:national,entities,ACTIVE,מרכז לחינוך תורני ישיבת זכרון יעקב,"[""recSyxuwf7FCXNdqd""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recKeBtV3e2AgpSAt,guidestar:580038859:national,entities,ACTIVE,"סמינר הקיבוצים- המכללה לחינוך, לטכנולוגיה ולאמנויות","[""rectIWZkiSYEa9AEZ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recsiMTmdqKSduMNJ,guidestar:580052306:national,entities,ACTIVE,"אגודת ""בית יעקב"" תל-אביב","[""recaWR8O0rqUMqizL""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recMyn12mHyU1mAvj,guidestar:580055606:national,entities,ACTIVE,מכון למורים לחינוך העצמאי,"[""rec87RQ8YqJngNN35""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recJ4Q8FcdkVFhdTs,guidestar:580056539:national,entities,ACTIVE,ת.ל.מ. - תחנות הקיבוצים לטפול בילד ובמשפחה,"[""recxYaTeLHK6YmZN3""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recJzYmI1oJWHiRck,guidestar:580059699:national,entities,ACTIVE,הארגון למען המשפחה בישראל,"[""recg7Fn1W1XdzBr71""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recsTEPV5DsCSrUSA,guidestar:580063683:national,entities,ACTIVE,אוניברסיטת בר אילן,"[""rec1hrUaNt6MBF4UF""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recKwl6g1jIAwNvjM,guidestar:580075166:national,entities,ACTIVE,אגודת אלמקאסד האיסלאמית לצדקה בירושלים,"[""recBX8v34fo6QpeSY""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recMPHtCnap5oq8gl,guidestar:580081594:national,entities,ACTIVE,שווים- עמותה לשיקום תעסוקתי,"[""recUhsz2oWa1gsL3a""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recmD5hhPEYd0msSd,guidestar:580082014:national,entities,ACTIVE,"בית החולים קרית צאנז ע""ש לניאדו","[""recptiVzU4WRTQ7GX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
reciOnJqom8w2sUJF,guidestar:580083111:national,entities,ACTIVE,עמינדב - אגודה תורנית להתנדבות,"[""recSCC8qT3eFZkkJs""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec01NE5k08u66Rx0,guidestar:580090447:national,entities,ACTIVE,"חביב""ה למען הסמינר ""בית-יעקב"" חיפה","[""recnzH3VvBF9IQvTR""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recYrwOlKXkyNnTkB,guidestar:580092690:national,entities,ACTIVE,אגודת דור ישרים,"[""recjIItwJxd5xA2Hs""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recmPBq4Mp1mxeHsa,guidestar:580092757:national,entities,ACTIVE,"עמותת קרן חג""י","[""recZIiXae17qJNsKg""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec3eLrrkwE6YbMV5,guidestar:580094654:national,entities,ACTIVE,עידן - העמותה לשירותים קהילתיים ומוסדיים לזקנים ובעלי מוגבלויות,"[""rechDbARfCRLb28oA""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recHLFhWkQAv89NxJ,guidestar:580097558:national,entities,ACTIVE,הקרן לפיתוח דימונה,"[""rec8FiTu65NLb28Tu""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recMUqko4NDmyZyDh,guidestar:580098127:national,entities,ACTIVE,"""אהל אברהם"" שע""י סמינר בית יעקב בני ברק","[""rec0CDBrLJJxicVD2""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recj0U4awIuDupGpS,guidestar:580102002:national,entities,ACTIVE,בית הקשיש יבנאל,"[""recMTfMy79n6MzSKD""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recRkWZSve5BS4UYa,guidestar:580103661:national,entities,ACTIVE,"שאנן- המכללה האקדמית הדתית לחינוך ע""ש ד""ר י. בן-נון ז""ל","[""recw9jR2dETE2t4GZ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recGjek1CyRsW5P1Q,guidestar:580109254:national,entities,ACTIVE,ילדים בסיכוי - המועצה לילד החוסה,"[""rectRYBDgkExr1pPX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recoQYqjmT49rBNid,guidestar:580114536:national,entities,ACTIVE,המרכז הישראלי למצוינות בחינוך,"[""rec9Bn9wm0A9dXjln""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recQ8j3UX5NEfOY6j,guidestar:580116416:national,entities,ACTIVE,האגודה למען העוור בקרית גת,"[""recOyvxDcQ75l4S9V""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recUzo7VgEjiXGU6R,guidestar:580119212:national,entities,ACTIVE,תקוה לילד - נוה צבי,"[""recWb0AlNci1nNULY""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recgGjalA8HFWXYa4,guidestar:580126381:national,entities,ACTIVE,חסד ואמונה- מפעל תורני חסד ושיקום,"[""recvUeh6gEfp9yeBA""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recP05B3gOzQgqBFg,guidestar:580145746:national,entities,ACTIVE,העמותה לרכיבה וכלבנות טיפולית,"[""rec7DJgZ6UqVyobXX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recOO99DWYqbpWhcw,guidestar:580150043:national,entities,ACTIVE,רפואה וישועה - אגודת ביקור חולים דחסידי גור בארץ ישראל,"[""recYpEcGczAasjEYv""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recoQtZJVrT331aRd,guidestar:580152684:national,entities,ACTIVE,הקרן לעידוד יוזמות חינוכיות בהוראה,"[""recqjuxUP265BjTkX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recqFQv8RL9OCh62I,guidestar:580163525:national,entities,ACTIVE,גורדון המכללה האקדמית לחינוך,"[""recwPV1caD6fhPgbD""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec5pUu8Ui1SfV1zi,guidestar:580163574:national,entities,ACTIVE,אקדמיית אלקאסמי,"[""recOdTBfTAL9TPwmY""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recjOQvaFvZ1RCJVZ,guidestar:580168789:national,entities,ACTIVE,"מכון ברנקו וייס - חינוך, חשיבה, יוזמה","[""rec4iMBrH4XWSFcup""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recrpkvKRNskiPLa8,guidestar:580176444:national,entities,ACTIVE,עלה - עמותה לקידום הסטודנטים העוורים והדיסלקטים בישראל,"[""recaA55EAQ8HgrSyT""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recVosa9WKLrJn2uI,guidestar:580180941:national,entities,ACTIVE,"עמותת קרן רש""י","[""rec57OGuUJextXEt5""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recrNmpcZ0KpHMSy2,guidestar:580185700:national,entities,ACTIVE,הקרן לרווחת נפגעי השואה,"[""recUwg0hlhmVnCnnX""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recJnh2h0x72PfA7a,guidestar:580207199:national,entities,ACTIVE,סיוע לנשים ונערות נגד אלימות,"[""recGEVuJiecgLrjov""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
reccjjxzz04FzZld3,guidestar:580215853:national,entities,ACTIVE,אורות ישראל- מכללה אקדמית לחינוך מיסודן של מורשת יעקב ואורות ישראל,"[""recpwxTE9IpsvT0pM""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recQyhvFgbzodB6mE,guidestar:580227353:national,entities,ACTIVE,להאיר את העיר,"[""recVbU7acwL6S3mVI""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recu5Sqk0FnITPa4y,guidestar:580231819:national,entities,ACTIVE,מכללת בית רבקה,"[""recIgqJuCLcu985ji""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recnd1oizMEDTfPzC,guidestar:580234037:national,entities,ACTIVE,המרכז הרפואי הישראלי לאלצהיימר ע''ש סופי ואברהם סטוצ'ינסקי ז''ל - רמת גן,"[""recASKXWDMVwYqjJO""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recx08NWwpRLRZYJD,guidestar:580244739:national,entities,ACTIVE,ארגון צפון אמריקה למען יהודי אתיופיה - ישראל NACOEJ - ISRAEL (R,"[""recqHxUvWs5QBlQs6""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recg8SjlzNDBpKth5,guidestar:580250231:national,entities,ACTIVE,המכללה האקדמית אחוה,"[""recUNKJuzWE5BqGCL""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec4uXQwGRTukTIe0,guidestar:580253565:national,entities,ACTIVE,המכללה האקדמית חמדת,"[""recZ8FICtQZzLjLhM""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec51HMWv12LivevC,guidestar:580253946:national,entities,ACTIVE,חסדי אנוש,"[""rec2FPdtwNtIMVNJB""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recC7L8blAvssXgQ5,guidestar:580263572:national,entities,ACTIVE,המכללה האקדמית תל-חי,"[""rec5AlH8AdGzMfqAk""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recpqEppWTzsZHyGZ,guidestar:580264877:national,entities,ACTIVE,המכללה האקדמית להנדסה בראודה בכרמיאל,"[""recA1wQyT4LzEsgTD""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recqKSYYBGg9e96Sr,guidestar:580277481:national,entities,ACTIVE,רוח טובה,"[""rec7bf8srgtGwxK5t""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recmf0VlbTdiFqRUv,guidestar:580279313:national,entities,ACTIVE,מכללת סכנין,"[""recjzLvGVJC6n4bJV""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recSgz3ySvTlLdIh0,guidestar:580283976:national,entities,ACTIVE,המכללה האקדמית הערבית לחינוך בישראל- חיפה,"[""recApehaMRlscoy1g""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recviG6ydgSpjFj5e,guidestar:580290807:national,entities,ACTIVE,מעון חירום לנשים,"[""recIAs1JK5zEy8Mvn""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recXkoVXRIzIaLBvh,guidestar:580300226:national,entities,ACTIVE,סראב להוסטלים ומפעלי שיקום,"[""recUjEmiqsHhDlImv""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec8W1mpbzxhFp3D3,guidestar:580300747:national,entities,ACTIVE,תאגיד הבריאות ליד המרכז הרפואי שמיר(אסף הרופא),"[""recY5EWCecuiE2hbi""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recfUO7nwN3k09Nob,guidestar:580300754:national,entities,ACTIVE,"תאגיד הבריאות - רמב""ם","[""recpxMcZIGBvmwojs""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
reccxWT5Rha77RV3i,guidestar:580301992:national,entities,ACTIVE,קרן מחקרים ושירותי בריאות - שיבא (ע''ר),"[""recfzLLccOASwRzeP""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recFs1D5SAbFWPXpB,guidestar:580306603:national,entities,ACTIVE,"בקול, ארגון כבדי שמיעה ומתחרשים","[""recAxOatHZDT0MgWc""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recDSqieZQHEqWYqb,guidestar:580307130:national,entities,ACTIVE,תאגיד הבריאות ליד המרכז הרפואי זיו,"[""recgj7qIT4HJJHksQ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recpPFv40x2nrfUZ5,guidestar:580307957:national,entities,ACTIVE,מעלות בית יעקב - סמינר,"[""recRGWyQaZ89Sn012""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec6d0sIaqqPrEUS6,guidestar:580308773:national,entities,ACTIVE,משפחתוני חיים משה מרגלית,"[""rechS2NVxbW6q8i4w""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recanYHNciu5Gc46t,guidestar:580313484:national,entities,ACTIVE,"אגודת ידידי ""שלוה"", גבעתיים, עמותה (ע""ר)","[""rece1w0zArtxp1w3A""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recuJG9pnjD9uxX9O,guidestar:580315752:national,entities,ACTIVE,"תודעה (ע""ר)","[""recvZGcv6X1pFKvtW""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recDMp6sXXg2DpcRa,guidestar:580316933:national,entities,ACTIVE,"אשלים - העמותה לתכנון ולפיתוח שירותים לילדים ולבני נוער בסיכון ומשפחותיהם (ע""ר)","[""recnKuZbhIrFaytus""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recP8TdhxPays7qVL,guidestar:580322451:national,entities,ACTIVE,המכללה האקדמית ספיר,"[""reczJGjmgwczAVLCY""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec60XIxkbXs71HT2,guidestar:580324994:national,entities,ACTIVE,"מכללת אוהלו בקצרין (ע""ר)","[""recA9ch0Hjl4QjD0D""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recMvxfO3PLebOQWd,guidestar:580327526:national,entities,ACTIVE,עמותת נופית פרוייקטים בקהילה,"[""reccr0twbmoGoA06b""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recY4FCK44BI4AtwK,guidestar:580329696:national,entities,ACTIVE,ערוגת הבושם בני ברק,"[""recTQWXhNBk8y2rLa""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
reckOukVKC5LPLgbn,guidestar:580330660:national,entities,ACTIVE,המכון הדמוקרטי - חברה וחינוך,"[""recs9ByZqHTgbdpwN""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec3hhko1b2d44SCp,guidestar:580336659:national,entities,ACTIVE,נוער מוביל שינוי,"[""rec9KYcY0XuosQz4a""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recuLdoG0XE5SvkFe,guidestar:580344547:national,entities,ACTIVE,עמותה לפיקוח וניהול מרכז פיס סיעודי בנתיבות,"[""recHKTbx97nRoC7sz""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recsN491O6c12DE4F,guidestar:580344638:national,entities,ACTIVE,עמותת סנונית לקידום החינוך המתוקשב,"[""recALzjNHVttHV6KO""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recBhYiifPr8t3ase,guidestar:580345056:national,entities,ACTIVE,"עמותת מרכז כוכב מעלות תרשיחא (ע""ר)","[""recokv0UqPleYruYS""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recIxIM1YxmnQR4eq,guidestar:580347003:national,entities,ACTIVE,"מוזאיקה- דת, חברה ומדינה","[""recwFiyUhWVCrkvlR""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recZ61oHCCV1PPogg,guidestar:580347276:national,entities,ACTIVE,"עמותת ""קלאבהאוס עמית""","[""recngwgSq9tj7NpL8""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recEzQLUGMkBlgQV9,guidestar:580350411:national,entities,ACTIVE,חמלה סיוע לנזקקים,"[""recKYxukwSAusCEz2""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recvM2XQhzMxmBK5G,guidestar:580352060:national,entities,ACTIVE,סמינר חסידי לבנות אשדוד,"[""rec8VW4jb4zaTQC74""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
rec3SE2aImDJt8QW4,guidestar:580354090:national,entities,ACTIVE,"ש""ל שילה עמותה לשירות לאומי אזרחי","[""reci0j2IH0z4ZosyK""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recYA91NH543Jsnap,guidestar:580356574:national,entities,ACTIVE,עמותת חאג' עיסא ג'ועבה,"[""rec5gFzuYdMLx1EWJ""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recPt7ZFZFPZSybLq,guidestar:580357911:national,entities,ACTIVE,בשביל החיים,"[""recQGyL4z1j1g8hxN""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recRopCXvBbKmGbuX,guidestar:580360220:national,entities,ACTIVE,מעל הסם,"[""rec3Udh02ODEYGB4r""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recVqovlrQ9bKIknE,guidestar:580361954:national,entities,ACTIVE,עמותת סנד,"[""recoxMgvJ7YFQJubL""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recaF5XGCNv3FrLMd,guidestar:580364214:national,entities,ACTIVE,אלפטאם,"[""recjF3mbaSFu4kjw7""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
recgPjBqZWrLxfSmY,guidestar:580367290:national,entities,ACTIVE,אוניברסיטת אריאל בשומרון,"[""rec9mzaPyBQPPrk1j""]",,"[""recwviQvRYnq7D3kA""]",שירות ארצי,,,[],,,,,
